,name,salary_from,salary_to,salary_currency,area_name,published_at
1022,Сотрудник пресс-центра/журналист,20000.0,25000.0,RUR,Бердск,2022-12-23T06:08:29+0300
1023,Категорийный менеджер канала продаж Маркетплейсы,110000.0,,RUR,Санкт-Петербург,2022-12-23T09:46:23+0300
1024,Механик погрузочно-разгрузочной техники (РЦ Домодедово),55000.0,,RUR,Домодедово,2022-12-23T10:02:14+0300
1025,Инженер технической поддержки,,,,Старый Оскол,2022-12-23T09:40:56+0300
1026,Инженер-электроник (регулировщик РЭАП),,,,Москва,2022-12-23T11:14:51+0300
1027,Техник-технолог термопластавтоматов,,90000.0,RUR,Уфа,2022-12-23T09:02:46+0300
1028,Инженер технической поддержки,80000.0,,RUR,Москва,2022-12-23T09:11:20+0300
1029,Middle/Senior Java разработчик,,,,Москва,2022-12-23T10:40:34+0300
1030,Системный администратор 1С,200000.0,,RUR,Москва,2022-12-23T11:09:06+0300
1031,Помощник системного администратора в Yandex Cloud,54000.0,70200.0,RUR,Коломна,2022-12-23T10:24:40+0300
1032,Плавильщик металла,65000.0,90000.0,RUR,Барнаул,2022-12-23T05:00:43+0300
1033,Программист 1С:ЗУП,,,,Кемерово,2022-12-23T09:44:05+0300
1034,Фрезеровщик (4-6 разряд),,100000.0,RUR,Москва,2022-12-23T10:42:45+0300
1035,"Резчик на пилах, ножовках и станках",50000.0,,RUR,Москва,2022-12-23T11:27:00+0300
1036,Механик,36000.0,,RUR,Тула,2022-12-23T07:59:11+0300
1037,Ведущий специалист по информационной безопасности,,,,Москва,2022-12-23T11:28:35+0300
1038,SDET / Software Development Engineer in Test,,,,Москва,2022-12-23T11:25:59+0300
1039,Токарь-универсал,100000.0,112000.0,RUR,Саратов,2022-12-23T10:42:50+0300
1040,Специалист техподдержки 1С,36000.0,70000.0,RUR,Абакан,2022-12-23T04:28:53+0300
1041,Токарь-универсал,30000.0,,RUR,Новосибирск,2022-12-23T09:15:57+0300
1042,Помощник системного администратора в Yandex Cloud,54000.0,70200.0,RUR,Раменское,2022-12-23T10:24:45+0300
1043,Аналитик торгового отдела,30000.0,50000.0,RUR,Улан-Удэ,2022-12-23T06:56:52+0300
1044,Электромеханик связи,36098.0,36098.0,RUR,Сокур (Новосибирская область),2022-12-23T06:35:01+0300
1045,Руководитель направления по внедрению и развитию ИТ услуг,,,,Москва,2022-12-23T10:24:05+0300
1046,Токарь-универсал,100000.0,112000.0,RUR,Новочебоксарск,2022-12-23T10:43:12+0300
1047,Наладчик электронного оборудования,,,,Санкт-Петербург,2022-12-23T10:36:25+0300
1048,"Senior developer TypeScript (JavaScript), Node.js, SQL (Remote / Удаленно)",4500.0,,USD,Москва,2022-12-23T09:12:49+0300
1049,Помощник системного администратора в Yandex Cloud,54000.0,70200.0,RUR,Магнитогорск,2022-12-23T10:24:35+0300
1050,Специалист службы поддержки в Яндекс Станцию,13000.0,33800.0,RUR,Краснодар,2022-12-23T10:24:42+0300
1051,Инженер-механик (в г. Ханты-Мансийск),50000.0,,RUR,Пермь,2022-12-23T07:20:50+0300
1052,Специалист проектов интернет продаж (E-commerce),100000.0,,RUR,Барнаул,2022-12-23T05:40:49+0300
1053,Специалист службы поддержки в Яндекс ТВ,13000.0,33800.0,RUR,Ульяновск,2022-12-23T10:24:44+0300
1054,Java-разработчик,,,,Белгород,2022-12-23T09:10:57+0300
1055,HTML Team Lead,,,,Москва,2022-12-23T11:52:51+0300
1056,Оператор плазменной резки на производство металлоконструкций,70000.0,,RUR,Янино-1,2022-12-23T09:21:24+0300
1057,Системный аналитик (Middle),200000.0,,RUR,Москва,2022-12-23T09:42:06+0300
1058,"Инженер-программист, ПЛИС (FPGA)",130000.0,,RUR,Москва,2022-12-23T08:55:04+0300
1059,Аналитик/системный аналитик,,,,Новосибирск,2022-12-23T10:56:33+0300
1060,Инженер по автоматизации тестирования (Java),,,,Пермь,2022-12-23T10:11:14+0300
1061,Помощник системного администратора в Yandex Cloud,54000.0,70200.0,RUR,Мытищи,2022-12-23T10:24:31+0300
1062,Помощник системного администратора в Yandex Cloud,54000.0,70200.0,RUR,Сочи,2022-12-23T10:24:34+0300
1063,Руководитель EP проекта реконструкции аммиака,,,,Москва,2022-12-23T11:44:26+0300
1064,Инженер-механик (в г. Ханты-Мансийск),50000.0,,RUR,Курган,2022-12-23T07:20:50+0300
1065,Fullstack Разработчик (C# Vue.JS),,,,Москва,2022-12-23T10:05:58+0300
1066,Специалист службы поддержки,31000.0,38000.0,RUR,Воронеж,2022-12-23T09:05:58+0300
1067,Помощник системного администратора в Yandex Cloud,54000.0,70200.0,RUR,Курск,2022-12-23T10:24:34+0300
1068,Python разработчик / Отдел анализа и экспертизы,,,,Новосибирск,2022-12-23T08:29:40+0300
1069,Бизнес-аналитик / организационный архитектор,,,,Екатеринбург,2022-12-23T10:18:36+0300
1070,Менеджер ИТ-процессов,90000.0,,RUR,Владивосток,2022-12-23T01:21:18+0300
1071,Технический руководитель проекта,,,,Санкт-Петербург,2022-12-23T11:33:34+0300
1072,Помощник системного администратора в Yandex Cloud,54000.0,70200.0,RUR,Октябрьский (Республика Башкортостан),2022-12-23T10:24:46+0300
1073,Автор по программированию,,50000.0,RUR,Санкт-Петербург,2022-12-23T08:32:59+0300
1074,Инженер-программист,,,,Калининград,2022-12-23T11:02:21+0300
1075,Инженер по безопасности дорожного движения,50000.0,,RUR,Новокузнецк,2022-12-23T07:49:43+0300
1076,Помощник системного администратора в Yandex Cloud,54000.0,70200.0,RUR,Мурманск,2022-12-23T10:24:30+0300
1077,Инженер по технологическому и торговому оборудованию,70000.0,,RUR,Великие Луки,2022-12-23T11:42:41+0300
1078,Администратор 1С (Специалист поддержки),,100000.0,RUR,Владивосток,2022-12-23T09:58:03+0300
1079,Ведущий специалист по сопровождению 1С,,,,Псков,2022-12-23T02:15:46+0300
1080,Фрезеровщик,50000.0,,RUR,Омск,2022-12-23T05:11:35+0300
1081,Инженер-механик,,85000.0,RUR,Сланцы,2022-12-23T11:57:58+0300
1082,Инженер по обслуживанию банкоматов,,,,Томск,2022-12-23T09:40:24+0300
1083,Главный специалист календарно - сетевого планирования,,,,Москва,2022-12-23T10:41:24+0300
1084,IOS разработчик,,,,Рязань,2022-12-23T10:11:53+0300
1085,Программист 1C,160000.0,180000.0,RUR,Москва,2022-12-23T11:13:44+0300
1086,Ведущий специалист по технической поддержке пользователей,,,,Стерлитамак,2022-12-23T10:55:57+0300
1087,Инженер-аналитик,40000.0,40000.0,RUR,Ижевск,2022-12-23T11:35:53+0300
1088,Наладчик-оператор упаковочного оборудования,,58000.0,RUR,Москва,2022-12-23T08:14:18+0300
1089,Помощник системного администратора в Yandex Cloud,54000.0,70200.0,RUR,Назрань,2022-12-23T10:24:45+0300
1090,Специалист технической поддержки (дневные и ночные смены),45000.0,,RUR,Санкт-Петербург,2022-12-23T11:25:10+0300
1091,Ведущий специалист по мониторингу ИС,,,,Москва,2022-12-23T10:11:18+0300
1092,Системный администратор,25000.0,,RUR,Волгодонск,2022-12-23T09:11:10+0300
1093,Старший специалист отдела сетевой и серверной инфраструктуры,,,,Москва,2022-12-23T10:32:24+0300
1094,Бухгалтер-консультант 1С,30000.0,48000.0,RUR,Волгоград,2022-12-23T09:20:43+0300
1095,Специалист по анализу данных и математическому моделированию,,,,Москва,2022-12-23T11:28:34+0300
1096,Архитектор программного обеспечения,,,,Новосибирск,2022-12-23T05:00:27+0300
1097,Ночной консультант службы поддержки пользователей,15600.0,39000.0,RUR,Уфа,2022-12-23T11:26:19+0300
1098,Разработчик Micro Focus Service Manager,,,,Казань,2022-12-23T09:27:57+0300
1099,Системный аналитик SAP PM,,,,Каменск-Уральский,2022-12-23T10:24:50+0300
1100,Аналитик отдела маркетинга,40000.0,,RUR,Новосибирск,2022-12-23T06:26:28+0300
1101,Специалист службы поддержки в Яндекс Станцию,13000.0,33800.0,RUR,Саратов,2022-12-23T10:24:49+0300
1102,Помощник системного администратора в Yandex Cloud,54000.0,70200.0,RUR,Новочеркасск,2022-12-23T10:24:37+0300
1103,Менеджер проекта (Бизнес-аналитик по переводу госуслуг в электронный вид),,,,Москва,2022-12-23T09:11:19+0300
